,date,USA_high,USA_low,CAN_high,CAN_low,Travel_high,Travel_low,RealEstate_high,RealEstate_low,PreciousMetals_high,PreciousMetals_low
0,2022-12-05,404.93,398.17,31.26,30.87,61.565,61.09,27.81,27.72,17.79,17.45
1,2022-12-02,410.0,393.3,31.55,30.81,62.11,59.8,28.06,27.2,18.02,16.47
2,2022-11-25,402.93,392.66,31.31,30.31,62.15,59.1,27.72,27.27,17.25,16.18
3,2022-11-18,402.31,390.14,30.98,30.46,63.32,61.24,27.34,26.77,16.92,16.05
4,2022-11-11,399.35,373.61,30.99,29.75,63.48,60.95,27.64,25.92,16.93,14.91
5,2022-11-04,390.39,368.79,30.31,29.36,62.69,60.6,26.74,25.9,15.37,13.91
6,2022-10-28,389.52,373.11,29.97,28.86,61.93,57.83,26.5,25.23,15.59,14.77
7,2022-10-21,375.45,357.2808,29.01,28.43,58.78,56.65,26.04,25.0,15.06,14.34
8,2022-10-14,370.26,348.11,28.77,27.37,59.15,55.56,25.42,25.0,15.39,14.31
9,2022-10-07,379.46,359.21,29.7,28.34,58.36,55.25,27.08,25.39,16.1,15.29
10,2022-09-30,372.3,357.04,28.71,28.02,56.9,54.38,26.55,25.75,15.41,13.66
11,2022-09-23,389.31,363.29,29.9,28.21,59.055,54.115,28.22,26.79,14.86,13.84
12,2022-09-16,411.73,382.11,30.57,29.46,60.47,58.09,29.25,28.05,15.1,14.04
13,2022-09-09,407.51,388.42,30.22,28.95,60.04,57.41,29.27,28.58,14.83,13.98
14,2022-09-02,405.84,390.04,30.26,28.94,59.98,55.69,29.2,28.69,14.69,13.69
15,2022-08-26,419.96,405.25,30.84,30.23,59.62,56.95,30.15,29.43,15.28,14.49
16,2022-08-19,431.73,421.22,31.2,30.71,60.66,58.85,30.87,30.33,15.39,14.74
17,2022-08-12,427.21,410.22,30.91,29.9,59.53,55.67,30.59,29.77,15.58,15.08
18,2022-08-05,415.68,406.82,30.1,29.8,58.5,56.22,30.22,29.69,15.36,14.42
19,2022-07-29,413.03,389.95,30.2,29.02,57.66,53.09,30.33,29.09,15.08,14.01
20,2022-07-22,400.18,380.66,29.31,28.45,53.89,51.36,29.06,28.3,15.67,14.78
21,2022-07-15,386.87,371.04,29.18,27.98,53.47,51.2,28.64,28.15,16.43,15.14
22,2022-07-08,390.64,372.9,29.41,28.54,53.28,50.21,29.0,28.36,16.93,15.86
23,2022-06-17,383.9,362.17,30.36,28.79,54.65,51.63,28.13,27.3,18.74,17.52
24,2022-06-10,416.609,389.75,31.9,30.75,58.28,54.49,29.84,28.64,19.2,17.92
25,2022-06-03,417.44,406.93,32.06,31.44,58.75,57.02,30.98,29.77,19.29,18.33
26,2022-05-27,415.3801,386.96,31.68,30.74,57.27,54.84,30.88,29.84,19.44,18.86
27,2022-05-20,408.57,380.54,31.51,30.55,59.405,53.42,30.09,29.25,18.97,18.02
28,2022-05-06,429.66,405.02,32.52,31.35,59.6,54.57,32.02,30.61,21.3,19.97
29,2022-04-29,429.64,411.21,32.5,31.6,58.7,55.69,33.37,32.05,21.1,20.34
30,2022-04-22,450.01,425.44,33.77,32.45,58.44,56.2,33.63,32.71,23.8,21.17
31,2022-04-14,445.75,436.6501,33.62,33.24,58.25,56.36,33.18,32.86,23.37,22.54
32,2022-04-08,457.83,443.47,34.0,33.17,57.98,55.53,33.39,32.82,22.87,21.8
33,2022-04-01,462.07,449.14,33.89,33.36,56.92,54.12,33.33,32.03,22.63,20.88
34,2022-03-25,452.98,440.68,33.87,33.39,54.38,51.9,32.44,31.83,22.47,21.46
35,2022-03-18,444.86,415.79,33.42,32.12,53.26,47.775,32.5,31.83,22.06,20.91
36,2022-03-11,432.3018,415.12,33.03,32.38,49.575,45.23,32.44,31.67,23.43,21.29
37,2022-03-04,441.11,427.11,32.75,31.83,50.95,46.84,32.11,31.25,21.69,19.57
38,2022-02-25,437.84,410.64,32.27,31.02,51.24,47.58,32.0,30.83,20.97,19.38
39,2022-02-18,448.055,431.82,33.05,32.25,53.83,49.61,32.1,31.7,20.24,18.47
40,2022-02-11,457.88,438.94,33.48,32.58,55.42,52.58,32.65,31.84,18.92,17.6
41,2022-02-04,458.12,439.81,32.97,31.83,54.3,49.32,33.05,32.49,17.95,17.2
42,2022-01-28,444.04,420.76,32.21,30.65,51.02,47.49,32.66,31.71,18.17,16.87
43,2022-01-21,459.96,437.95,33.18,31.57,51.98,48.45,33.35,32.13,18.64,17.21
44,2022-01-14,473.2,456.5973,32.99,31.98,52.11,49.67,33.46,32.86,17.84,17.03
45,2022-01-07,479.98,464.65,32.98,32.17,53.29,50.14,35.15,33.73,18.3,16.96
46,2021-12-17,472.87,458.06,32.19,31.54,50.87,47.01,34.7,33.85,18.18,16.68
47,2021-12-10,470.9,453.56,32.38,31.51,52.89,48.04,33.93,33.64,17.73,17.03
48,2021-12-03,466.56,448.92,32.49,31.21,48.6,45.75,33.73,32.82,18.56,17.07
49,2021-11-26,473.54,457.77,33.0,32.11,51.6,46.84,34.19,33.3,18.63,17.82
50,2021-11-19,470.94,466.23,33.24,32.9,52.65,50.42,33.76,33.21,19.38,18.68
51,2021-11-12,470.23,462.04,33.18,32.6,50.8,49.13,33.35,32.94,19.3,17.69
52,2021-11-05,470.65,458.2,32.72,32.11,50.33,47.0,33.22,32.32,17.8,16.88
53,2021-10-29,459.56,452.39,32.35,31.83,49.47,46.75,32.89,32.56,18.2,17.1
54,2021-10-22,454.67,443.27,32.27,31.64,49.33,47.51,32.6,31.8,18.32,17.39
55,2021-10-15,446.26,431.54,31.82,30.94,48.44,46.75,32.03,31.11,17.83,16.7
56,2021-10-08,441.68,426.36,31.13,30.28,48.59,47.35,31.89,31.05,17.25,16.14
57,2021-10-01,444.05,427.23,30.99,30.23,49.28,47.75,32.34,31.36,16.89,16.19
58,2021-09-24,444.89,428.86,30.96,30.13,49.79,48.2,33.32,32.25,17.56,16.57
59,2021-09-17,448.92,441.02,31.35,30.82,50.95,48.7,33.3,33.02,18.15,16.98
60,2021-09-10,452.81,445.31,31.52,31.1,50.94,50.01,34.01,33.14,18.36,17.64
61,2021-09-03,454.05,450.71,31.42,30.98,52.28,50.15,34.11,33.19,18.5,17.84
62,2021-08-27,450.65,443.4355,31.33,30.95,52.64,50.82,33.7,32.89,18.25,17.52
63,2021-08-20,447.11,436.12,31.21,30.68,52.47,51.2,33.87,32.99,18.27,17.46
64,2021-08-13,445.94,441.31,31.32,31.02,52.0,50.51,33.08,32.49,18.32,17.65
65,2021-08-06,442.94,436.1,31.21,30.79,52.54,50.6,33.25,32.87,19.83,18.21
66,2021-07-30,441.8,435.99,30.91,30.48,50.97,49.26,33.07,32.6,19.4,18.31
67,2021-07-23,440.3,421.97,30.75,29.83,49.96,48.24,33.2,32.61,19.0,18.22
68,2021-07-16,437.92,430.92,30.86,30.38,50.47,46.85,33.04,32.34,19.28,18.44
69,2021-07-09,435.84,427.52,30.89,30.28,47.27,45.28,32.48,31.26,19.04,18.37
70,2021-07-02,434.1,425.89,30.82,30.43,47.25,43.84,31.64,31.2,18.7,18.0
71,2021-06-25,427.0943,415.93,30.66,30.34,45.1,43.27,31.92,31.27,19.0,18.33
72,2021-06-18,425.46,414.7,30.69,30.22,45.78,44.7,31.76,31.53,20.4,18.64
73,2021-06-11,424.63,420.32,30.35,30.07,45.51,44.5,31.73,30.87,21.09,20.2
74,2021-06-04,422.92,416.28,30.25,29.68,45.13,43.67,30.78,29.76,21.01,20.22
75,2021-05-28,421.25,417.08,30.05,29.51,44.93,43.51,30.13,29.68,21.24,20.62
76,2021-05-21,418.2,405.33,29.74,29.17,44.96,43.16,29.42,29.02,21.4,20.25
77,2021-05-14,422.74,404.0,29.5,28.88,43.45,41.7,29.82,28.52,20.23,19.35
78,2021-05-07,422.815,411.67,29.45,28.74,42.25,41.05,30.21,29.29,20.0,18.76
79,2021-04-30,420.72,416.3,29.33,28.76,42.61,41.25,30.3,29.76,19.68,18.41
